textID,text,selected_text,mood,Sentiment_score_VADER,Sentiment_VADER_label
11616,11616,i am sitting here today feeling just miserable,sadness,sitting today feeling miserable,-0.4019
11617,11617,i don t really feel that that will happen in my lifetime but still working in publishing i know that it s coming so i should be supporting bookstores,love,really feel happen lifetime still working publishing know coming supporting bookstore,0.4404
11618,11618,i feel more useful to g this way,joy,feel useful g way,0.4404
11619,11619,im home alone with my son and im feeling sad,sadness,im home alone son im feeling sad,-0.5574
11620,11620,i feel why i am not strong enough to let their negative thoughts and feeling not effect me,joy,feel strong enough let negative thought feeling effect,0.0258
11621,11621,i still feel so irritable every day,anger,still feel irritable every day,-0.4767
11622,11622,i feel you i dont believ in you but i keep my faithful to you god gives me a chance to feel what is apathetic after it but much apathetic open up my mind that i can hide this feeling for you i know youre playing with me you show off your love like and maybe after it youll be gone will it happens,joy,feel dont believ keep faithful god give chance feel apathetic much apathetic open mind hide feeling know youre playing show love like maybe youll gone happens,0.6802
11623,11623,i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed,anger,like comfortable usually silence help although time absolutely need music couple hour feel rushed,0.8176
11624,11624,i honestly feel a bit pressured she just made a post on a photo stating she wanted to have giant beers soon and i dont even know what to say,fear,honestly feel bit pressured made post photo stating wanted giant beer soon dont even know say,0.2732
11625,11625,i no longer had hard feelings for and very luckily and unexpectedly met this sweet and interesting girl on tumblr who is an aiw fan but she also runs a wonderful alice in wonderland blog called she still haunts me phantomwise,joy,longer hard feeling luckily unexpectedly met sweet interesting girl tumblr aiw fan also run wonderful alice wonderland blog called still haunt phantomwise,0.9081
11626,11626,i feel like life is very delicate,love,feel like life delicate,0.4019
11627,11627,i might add that i feel dismayed whenever i see christians posting links to such apologetic drivel as my online friend did because it only acts as a disclaimer which boldly advertises their own stupendous ignorance and incredulity,sadness,might add feel dismayed whenever see christian posting link apologetic drivel online friend act disclaimer boldly advertises stupendous ignorance incredulity,0.0772
11628,11628,i know there sad to read but it lets other women who feel alone about it,sadness,know sad read let woman feel alone,-0.6249
11629,11629,i feel like someone is being judged harshly not accepted or asked to be something they are not,love,feel like someone judged harshly accepted asked something,0.5574
11630,11630,i feel in my bones like nobody cares if im here nobody cares if im gone here i am again saying im feeling so lonely people either say its ok to be alone or just go home it kills me and i dont know why it doesnt mean i dont try i try and try but people just treat me like im a ghost,sadness,feel bone like nobody care im nobody care im gone saying im feeling lonely people either say ok alone go home kill dont know doesnt mean dont try try try people treat like im ghost,0.6486
11631,11631,i absolutely cannot wait for september th to roll around i feel calm i suppose in my waiting,joy,absolutely cannot wait september th roll around feel calm suppose waiting,0.3182
11632,11632,im feeling mellow this morning after last nights debacle that saw me totally losing it with josh,joy,im feeling mellow morning last night debacle saw totally losing josh,-0.3384
11633,11633,i feel outraged about this type of thing,anger,feel outraged type thing,-0.5423
11634,11634,i wasnt feeling that playful or that drunk,joy,wasnt feeling playful drunk,-0.1877
11635,11635,i feel almost outraged that such a crap day should fall on my most favourite of days,anger,feel almost outraged crap day fall favourite day,-0.6735
11636,11636,i was feeling nostalgic about those days where i officially belonged to this city after getting married to shubhi in feb,love,feeling nostalgic day officially belonged city getting married shubhi feb,0.128
11637,11637,i also feel sometimes that ive missed out on things because of the amount of times ive had to leave somewhere early to take someone home,sadness,also feel sometimes ive missed thing amount time ive leave somewhere early take someone home,-0.34
11638,11638,i can imagine someone feeling jealous lonely or scared,anger,imagine someone feeling jealous lonely scared,-0.7845
11639,11639,i feel oddly reassured to hear you say that,joy,feel oddly reassured hear say,0.4019
11640,11640,i feel like they are dirty all,sadness,feel like dirty,-0.1027
11641,11641,i feel like we had a wonderful summer and know now that school has started the year will fly by,joy,feel like wonderful summer know school started year fly,0.7351
11642,11642,i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now,sadness,feel like missed much juliannas first two year working full time making lost time,-0.25
11643,11643,i am really thankful to her to get this opportunity and feeling very honoured today,joy,really thankful get opportunity feeling honoured today,0.8947
11644,11644,i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me,anger,hate seeing red window even feel inside resonates cold uncaring world know exists behind making even aware pain inside,-0.7906
11645,11645,i feel like he is snobbish snooty gauche a drunk and offensive,anger,feel like snobbish snooty gauche drunk offensive,-0.5859
11646,11646,i continue to cruise along the expressway feeling shitty,sadness,continue cruise along expressway feeling shitty,-0.4767
11647,11647,i need to eat bread for breakfast and constantly feel the need to snack or munch on something sweet or savory by pm,love,need eat bread breakfast constantly feel need snack munch something sweet savory pm,0.4588
11648,11648,im starting to feel more sociable again i actually feel like going out and seeing friends rather than crying off because im feeling like a twisted knotted ball of pain,joy,im starting feel sociable actually feel like going seeing friend rather cry im feeling like twisted knotted ball pain,0.6369
11649,11649,i feeling im look a like those innocent lame hunting group old dirty hyena so not have any hope and ways to be free of dead,joy,feeling im look like innocent lame hunting group old dirty hyena hope way free dead,0.1531
11650,11650,i feel very helpless and even useless,sadness,feel helpless even useless,-0.7003
11651,11651,i feel this way about all relationships romantic platonic and friend zoned friends that dissolve,love,feel way relationship romantic platonic friend zoned friend dissolve,0.8442
11652,11652,i was actual acceptable at compassionate others but i still didnt feel accepted by them,love,actual acceptable compassionate others still didnt feel accepted,0.5699
11653,11653,i always feel a little weird writing about a guy ive dated because i dont want to do them an injustice or have them come across in a negative way,surprise,always feel little weird writing guy ive dated dont want injustice come across negative way,-0.325
11654,11654,i touch your skin feeling the cool glass within an image a mere reflection of loneliness alone with myself,joy,touch skin feeling cool glass within image mere reflection loneliness alone,-0.25
11655,11655,i think its fair to say that in this life we all want to feel sincere connections with other people to experience bonding through similar beliefs or experiences to have true synchronicity with the people in our lives,joy,think fair say life want feel sincere connection people experience bonding similar belief experience true synchronicity people life,0.7964
11656,11656,i feel happy lite and very grateful,joy,feel happy lite grateful,0.7717
11657,11657,i think she will have the luxury of looking back at her fashion moments and feel proud,joy,think luxury looking back fashion moment feel proud,0.4767
11658,11658,i reali feel glad,joy,reali feel glad,0.4588
11659,11659,i honestly loved this place and felt pretty comfortable here but after this i don t really know how to feel the school has taken action to help me get through this unfortunate situation which i am really happy about because i wasn t expecting any support,sadness,honestly loved place felt pretty comfortable really know feel school taken action help get unfortunate situation really happy expecting support,0.9641
11660,11660,im feeling fine just a bit nauseous and extremely tired but to be expected in the first trimester,joy,im feeling fine bit nauseous extremely tired expected first trimester,-0.2247
11661,11661,i am afrade for his life as some people feel quite hostile towards him,anger,afrade life people feel quite hostile towards,-0.4391
11662,11662,i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,fear,cant stop talking even though im already feel weird uncomfortable feeling swarming still mouth keep saying unnecessary word,-0.2292
11663,11663,i almost feel greedy with my rd child when so many people i know are working so hard for or,anger,almost feel greedy rd child many people know working hard,-0.3446
11664,11664,i still feel very amorous,love,still feel amorous,0.4215
11665,11665,i feel like i just need to rejuvenate myself catch up on some blog posts some work on my etsy shop and catch up on a few tv shows i missed this week,sadness,feel like need rejuvenate catch blog post work etsy shop catch tv show missed week,0.0772
11666,11666,im feeling at the moment i imagine therell be something vigorous and active too,joy,im feeling moment imagine therell something vigorous active,0.4939
11667,11667,i would have liked but if i would have had people to run with i feel like i could have run a low,sadness,would liked would people run feel like could run low,0.4939
11668,11668,i think you only ask for help to make me feel useful and help me gain some perspective,joy,think ask help make feel useful help gain perspective,0.8934
11669,11669,i feel so lucky to be his wife and hope that i have the opportunity to remind him every day,joy,feel lucky wife hope opportunity remind every day,0.8176
11670,11670,i was meant to feel sympathy for her but i have little sympathy for those determined to be victims and wallow in their own pain while blaming and punishing others for their state of being,joy,meant feel sympathy little sympathy determined victim wallow pain blaming punishing others state,-0.7017
11671,11671,i feel weird tonight,surprise,feel weird tonight,-0.1779
11672,11672,i feel like we re not a moonlighting type of show where all the tension is resolved at the end,joy,feel like moonlighting type show tension resolved end,0.2263
11673,11673,i work in a neighborhood school i do not feel respected or supported,joy,work neighborhood school feel respected supported,0.6597
11674,11674,i feel a strange sensation course through my limbs,surprise,feel strange sensation course limb,-0.2023
11675,11675,i get i will drill into the subjects soul with an icy stare until it feels as disturbed as i do and leaves,sadness,get drill subject soul icy stare feel disturbed leaf,-0.3818
11676,11676,i am feeling devastated the inner voice within me thats what i name it speaks,sadness,feeling devastated inner voice within thats name speaks,-0.5423
11677,11677,i feel so fond of my friends,love,feel fond friend,0.7269
11678,11678,i do feel though that its pretty dangerous to try to apply only one strategy to a match,anger,feel though pretty dangerous try apply one strategy match,0.0258
11679,11679,i can really truly only say that i feel that i am passionate about teaching,joy,really truly say feel passionate teaching,0.7645
11680,11680,i feel their taste of desserts are not sweet and suits many customers now,love,feel taste dessert sweet suit many customer,0.4588
11681,11681,i started feeling like i was being paranoid since it kept happening,fear,started feeling like paranoid since kept happening,0.25
11682,11682,i have the same feelings toward the word passionate,love,feeling toward word passionate,0.5994
11683,11683,i do not like exposing myself because i end up feeling vulnerable,fear,like exposing end feeling vulnerable,0
11684,11684,i love my increased intense feeling of connection to the divine,joy,love increased intense feeling connection divine,0.8934
11685,11685,i didnt feel like i missed anything at all,sadness,didnt feel like missed anything,-0.0572
11686,11686,i feel like a vile traitor even saying such a thing but its the truth,anger,feel like vile traitor even saying thing truth,-0.0772
11687,11687,i do feel bad because im pretty sure im not going to be able to get the other done before we leave for vacation,sadness,feel bad im pretty sure im going able get done leave vacation,0.2023
11688,11688,im sure ive got it right and my state of unencumberedness despite many years of feeling like i couldnt keep up anybody else is causing me to see my life as charmed,joy,im sure ive got right state unencumberedness despite many year feeling like couldnt keep anybody else causing see life charmed,0.7529
11689,11689,i am and feeling total love and acceptance for my body in the moment is just as important as experiencing the exhilaration of a new experience,joy,feeling total love acceptance body moment important experiencing exhilaration new experience,0.8591
11690,11690,im sorry if ive made any of you feel unimportant,sadness,im sorry ive made feel unimportant,-0.3818
11691,11691,i had to choose the sleek and smoother feel of the sweet revenge made drawing and handling the blaster a bit nicer,joy,choose sleek smoother feel sweet revenge made drawing handling blaster bit nicer,0.3612
11692,11692,i bring you opis im feeling sashy a gorgeous cool toned grey purple lavander creme,joy,bring opis im feeling sashy gorgeous cool toned grey purple lavander creme,0.7906
11693,11693,i feel im not sure if ill do this again or not,joy,feel im sure ill,-0.128
11694,11694,i love that they feel so comfortable with their friend,joy,love feel comfortable friend,0.8934
11695,11695,im feeling dangerously truthful,joy,im feeling dangerously truthful,0.128
11696,11696,i feel ashamed to tell somebody that,sadness,feel ashamed tell somebody,-0.4767
11697,11697,i tried but i failed to put much efforts therefore i feel myself getting punished for not able to see my idol i should be i used to watch all of his b amp w movies made during my mothers generation but still i liked him his mesmerism style music his zest for life,sadness,tried failed put much effort therefore feel getting punished able see idol used watch b amp w movie made mother generation still liked mesmerism style music zest life,-0.5423
11698,11698,i am a christian and appreciate the points but i do feel it would be rejected by those who do not believe,sadness,christian appreciate point feel would rejected believe,-0.1531
11699,11699,i feel like i am abandoning him in a way but he is so supportive of the move,love,feel like abandoning way supportive move,0.2732
11700,11700,im so afraid that im bipolar because that feels too much like being like that kids i hated in th grade the kids who nearly drove me to suicide for the first time in my life,sadness,im afraid im bipolar feel much like like kid hated th grade kid nearly drove suicide first time life,-0.6908
11701,11701,i feel like i ve always been jaded towards the classic movies but then when i actually sit down to watch them casablanca the great escape etc,sadness,feel like always jaded towards classic movie actually sit watch casablanca great escape etc,0.6908
11702,11702,i took it i remember feeling extremely agitated,anger,took remember feeling extremely agitated,-0.4201
11703,11703,ive been here for the last two or three months and yes i am playing with vinnie kompany but the other guys are good joleon kolo toure and they can also play well but im feeling good,joy,ive last two three month yes playing vinnie kompany guy good joleon kolo toure also play well im feeling good,0.9231
11704,11704,i always love working with different designers for the first time especially when i feel they are talented innovative and fun,joy,always love working different designer first time especially feel talented innovative fun,0.9354
11705,11705,i did not feel dangerous enough to get in,anger,feel dangerous enough get,-0.4767
11706,11706,i was feeling pretty carefree and happy my only worry was gosh,joy,feeling pretty carefree happy worry gosh,0.802
11707,11707,i feel like going out with friends and having some wonderfully innocent youthful fun with,joy,feel like going friend wonderfully innocent youthful fun,0.9485
11708,11708,ive done all my usual workouts and so i feel confident that i worked hard on that front,joy,ive done usual workout feel confident worked hard front,0.4215
11709,11709,i knew i was just feeling unsure amp scared and so i let it overpower me and i gave in to those feelings and gave up,fear,knew feeling unsure amp scared let overpower gave feeling gave,-0.4404
11710,11710,i feel none of that and because i am a hopeless romantic shrouded in reality i know for a fact that this person is not me,sadness,feel none hopeless romantic shrouded reality know fact person,0.0572
11711,11711,i always feel horny when im done but its definitely a large flaccid and my penis is sleepy and hangs low,love,always feel horny im done definitely large flaccid penis sleepy hang low,0.1531
11712,11712,i dont really miss the sleepless colic crying newborn stage though i am feeling a little sentimental,sadness,dont really miss sleepless colic cry newborn stage though feeling little sentimental,0.0175
11713,11713,i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories,anger,made felt relief fear anxiety started feeling pissed whole new set memory,-0.6705
11714,11714,i can t imagine any reader feels lethargic calm and content after reading it,sadness,imagine reader feel lethargic calm content reading,0.0258
11715,11715,i feel peaceful and not particularly stressed about anything,joy,feel peaceful particularly stressed anything,0.1298
11716,11716,i feel like i m too mellow in my regular life so i have no use for drugs that make me feel even more mellow,joy,feel like mellow regular life use drug make feel even mellow,0.3612
11717,11717,im feeling pretty guilty for not even being in the library whilst writing this so imma get my stuff together and dramatically exclaim,sadness,im feeling pretty guilty even library whilst writing imma get stuff together dramatically exclaim,0.2263
11718,11718,i feel as though im the most hated kid in school the biggest bitch and other times i just feel popular and loved by everyone,sadness,feel though im hated kid school biggest bitch time feel popular loved everyone,-0.3182
11719,11719,i just feel so heartbroken out of loneliness,sadness,feel heartbroken loneliness,-0.7964
11720,11720,i remembered that i gave my day to the holy spirit and filled with his grace how could i feel disturbed with this situation,sadness,remembered gave day holy spirit filled grace could feel disturbed situation,0.2263
11721,11721,i post this today partly because it s how today is and partly because i sometimes worry that my reputation for positivity might make people feel that my message is you should be happy all the time,joy,post today partly today partly sometimes worry reputation positivity might make people feel message happy time,0.6573
11722,11722,i have to tell you that i feel insulted,anger,tell feel insulted,-0.5106
11723,11723,i feel precious little pressure to fill them with content with giving them answers that they can regurgitate at will,joy,feel precious little pressure fill content giving answer regurgitate,0.6361
11724,11724,i feel sure he is headed north,joy,feel sure headed north,0.3182
11725,11725,i alive i feel so defeated with this issue,sadness,alive feel defeated issue,-0.128
11726,11726,i feel horrible they wrote again and again personifying an act they were not the cause of it was their progeny who should be genuflecting at her the wronged woman s feet,sadness,feel horrible wrote personifying act cause progeny genuflecting wronged woman foot,-0.7506
11727,11727,i have been neglecting the feeling of people around me i was stubborn,anger,neglecting feeling people around stubborn,-0.5994
11728,11728,i feel like i only get mad if i think someones doing something thats really unjust,anger,feel like get mad think someone something thats really unjust,-0.6478
11729,11729,i feel completely stupid for not knowing any of this,sadness,feel completely stupid knowing,-0.5709
11730,11730,i have not read any of the books but i feel sure that there is one man in the moon at least if not more,joy,read book feel sure one man moon least,0.3182
11731,11731,i anger people because when i feel agitated with something i get frantic and speak fast and snippy,fear,anger people feel agitated something get frantic speak fast snippy,-0.8625
11732,11732,i feel like we had a connection but we ve struggled so much now we ve lost it and i feel so bad about that,sadness,feel like connection struggled much lost feel bad,-0.6908
11733,11733,i feel paranoid that every time i log onto facebook or attend church that im about to find out yet another friend is pregnant,fear,feel paranoid every time log onto facebook attend church im find yet another friend pregnant,0.296
11734,11734,ive come up with essentially tracks momentum gradually which i feel is as important as game to game results,joy,ive come essentially track momentum gradually feel important game game result,0.2023
11735,11735,i could have just kept going but i could tell that she was feeling really defeated and needed a friend,sadness,could kept going could tell feeling really defeated needed friend,0.1458
11736,11736,i feel a bit frustrated with myself as i know i m not getting out of my dogs in the ring or at training if i m honest at moment due to me but i ll continue to do the remaining shows i ve entered until the end of july as long as we re all enjoying it,anger,feel bit frustrated know getting dog ring training honest moment due continue remaining show entered end july long enjoying,0.5106
11737,11737,i feel divine forgiveness of all human frailties,joy,feel divine forgiveness human frailty,0.6908
11738,11738,i feel like i still have some valuable information from that perspective,joy,feel like still valuable information perspective,0.6808
11739,11739,i would still feel weird,fear,would still feel weird,-0.1779
11740,11740,i want her to feel worthwhile because she is,joy,want feel worthwhile,0.4019
11741,11741,i know that next time i get feeling all needy and want something no matter how petty i am going to say so,sadness,know next time get feeling needy want something matter petty going say,-0.3182
11742,11742,i wake up feeling exhausted as if the running and hiding had been real,sadness,wake feeling exhausted running hiding real,-0.4939
11743,11743,i feel like a horrible rotten person for thinking that this is the most isolating thing a woman can go through and some days being tough is not an option,sadness,feel like horrible rotten person thinking isolating thing woman go day tough option,-0.7003
11744,11744,i feel i feel ok and then i wake up,joy,feel feel ok wake,0.296
11745,11745,i spend all day in bed or when im feeling adventurous on the couch because when i get up my leg hurts worse than my aching heart after titanic,joy,spend day bed im feeling adventurous couch get leg hurt worse aching heart titanic,-0.7783
11746,11746,i am pinned as the culprit of digging out their inferiority and made them feel useless again,sadness,pinned culprit digging inferiority made feel useless,-0.5994
11747,11747,i did not want to feel devastated hopeless helpless and sad all the rest of my life,sadness,want feel devastated hopeless helpless sad rest life,-0.9153
11748,11748,i was feeling awfully indecisive this morning when i started to think about what i wanted to do to get my heart pumpin,fear,feeling awfully indecisive morning started think wanted get heart pumpin,-0.2006
11749,11749,im still feeling really shitty and undeserving of their love,sadness,im still feeling really shitty undeserving love,-0.275
11750,11750,i feel i hate that cute patterns go out of print but similar variations of the same crappy skirt seem to last forever im looking at you simplicity,joy,feel hate cute pattern go print similar variation crappy skirt seem last forever im looking simplicity,-0.6486
11751,11751,i love feeling loved but i hate that he seems so devastated,love,love feeling loved hate seems devastated,0.2263
11752,11752,i look like i worry that i will always feel inadequate,sadness,look like worry always feel inadequate,-0.4767
11753,11753,i don t want to feel resigned to the typically american life and i know a lot of others aren t happy with that either,sadness,want feel resigned typically american life know lot others happy either,0.4588
11754,11754,i feel and however tragic their situation that s no reason to increase the wage,sadness,feel however tragic situation reason increase wage,-0.1779
11755,11755,i know you feel supporting an inept city manager who has cost the tax payers millions already with his bungling is important,joy,know feel supporting inept city manager cost tax payer million already bungling important,0.5719
11756,11756,i remember feeling uncertain about what to say well erm we are trying and my period is due this week so erm,fear,remember feeling uncertain say well erm trying period due week erm,0.1027
11757,11757,i just feel you so so dont be afraid naega deo apaya hae and pray again dasi neol chajeul su itge sigani heureulsurok gaseumi apawa i need you go back in time dan hanbeon manirado forgive my sins wo doedollil suman itdamyeon i gotong ttawin naegen so so sloth,fear,feel dont afraid naega deo apaya hae pray dasi neol chajeul su itge sigani heureulsurok gaseumi apawa need go back time dan hanbeon manirado forgive sin wo doedollil suman itdamyeon gotong ttawin naegen sloth,-0.0516
11758,11758,i think this would be fantastic as i feel the over nutrition of children is suffering and that over of all children are obese,sadness,think would fantastic feel nutrition child suffering child obese,0.128
11759,11759,i did the yelling the feeling of being extremely mad,anger,yelling feeling extremely mad,-0.4576
11760,11760,i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,anger,feeling stressed get accomplished little amount time,0.25
11761,11761,im not feeling real strong lately,joy,im feeling real strong lately,0.5859
11762,11762,i naturally didn t know any fightstar songs they were catchy enough that i could feel like i knew what was going on and they were quite lively and they preformed fantastically well,joy,naturally know fightstar song catchy enough could feel like knew going quite lively preformed fantastically well,0.7778
11763,11763,i decide to look for professional help and when i find a ceramics repairment atelier that describe themselves as artisans of patrimony specialized in primitive arts and antiquities i feel relief that my damaged fish shape ashtray will finally be in safe hands,sadness,decide look professional help find ceramic repairment atelier describe artisan patrimony specialized primitive art antiquity feel relief damaged fish shape ashtray finally safe hand,0.8402
11764,11764,i feel so vulnerable i need to have a mask on to go into the world or if my desire is caused by a need to divert attention or cover up weakness i should probably be making more constructive use of my time than trying to look pretty,fear,feel vulnerable need mask go world desire caused need divert attention cover weakness probably making constructive use time trying look pretty,0.296
11765,11765,i like to think true beauty comes from the inside and that im loved for who i am on the inside but i definitely feel less valued and loved when i look like this,joy,like think true beauty come inside im loved inside definitely feel le valued loved look like,0.975
11766,11766,a few monthe ago,anger,monthe ago,0
11767,11767,i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them,fear,flirt along best em rarely ever feel intimidated male identifying folk idea striking conversation regardless hopelessly attracted,0.7356
11768,11768,i feel this is very dangerous,anger,feel dangerous,-0.4767
11769,11769,i know my good friends are biking through tulip fields i feel a little regretful,sadness,know good friend biking tulip field feel little regretful,0.5413
11770,11770,i was driving i feel so contented after sadhana so fulfilled,joy,driving feel contented sadhana fulfilled,0.6369
11771,11771,i have a feeling that its something ive missed because it shouldnt be that tedious,sadness,feeling something ive missed shouldnt tedious,-0.1779
11772,11772,i was almost in a state of panic because i just feel like im not trusting people right now,joy,almost state panic feel like im trusting people right,0.2911
11773,11773,i often find myself feeling assaulted by a multitude of sense impressions,sadness,often find feeling assaulted multitude sense impression,-0.25
11774,11774,i am left feeling like the greedy bastard and i hate it,anger,left feeling like greedy bastard hate,-0.7579
11775,11775,i feel like when i entered my relationship with mike i became unwelcome in your life,sadness,feel like entered relationship mike became unwelcome life,-0.0516
11776,11776,i read and appreciate all comments left but if you have any questions or concerns feel free to email me at contact,joy,read appreciate comment left question concern feel free email contact,0.7184
11777,11777,i eat out at such hyped diners feeling satisfied but not extremely contented because the hype felt greater than what i have experienced,joy,eat hyped diner feeling satisfied extremely contented hype felt greater experienced,0.8173
11778,11778,i feel a little like a traitor to my beloved oppies but that said these clothes might just pay off a big chunk of my remaining debt and we all know that money is more important than ethics right,joy,feel little like traitor beloved oppies said clothes might pay big chunk remaining debt know money important ethic right,0.4842
11779,11779,i feel that my lifes fucked up,anger,feel life fucked,-0.6597
11780,11780,i feel pathetic and the desolation is beyond consolation,sadness,feel pathetic desolation beyond consolation,-0.5719
11781,11781,i don t know how sasha fierce feels i m definitely curious about the future of beyonc s sound,surprise,know sasha fierce feel definitely curious future beyonc sound,0.6124
11782,11782,i feel incredibly vain and stupid admitting to that,sadness,feel incredibly vain stupid admitting,-0.7764
11783,11783,i feel youre faithful over me as i sing amp worship you i find no words to describe you,love,feel youre faithful sing amp worship find word describe,0.6249
11784,11784,i feel determined to give this process a label,joy,feel determined give process label,0.34
11785,11785,i can feel that they arent supporting me but that doesnt mean i dont want them im my life,joy,feel arent supporting doesnt mean dont want im life,-0.3053
11786,11786,i feel really damn terrified and rushed to my classroom where my friends are playing and joking around,fear,feel really damn terrified rushed classroom friend playing joking around,-0.3338
11787,11787,im not crossing things off ever growing to do list i feel like i keep making stupid silly mistakes in all areas of my life amp im just tired,sadness,im crossing thing ever growing list feel like keep making stupid silly mistake area life amp im tired,-0.6597
11788,11788,i feel that supporting or at least not condemning the seal hunt is akin to saying well think of all the good things hitler did,love,feel supporting least condemning seal hunt akin saying well think good thing hitler,0.7845
11789,11789,i feel strong style color black line height,joy,feel strong style color black line height,0.5106
11790,11790,i feel im being generous with that statement,joy,feel im generous statement,0.5106
11791,11791,i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer,sadness,know awhile since posted feeling crappy time work plain lazy havent even gotten computer,-0.6808
11792,11792,i to feel sympathetic about the children of the world and the bad messages that we send to them when we live in a lawless culture full of innuendo to the contrary,love,feel sympathetic child world bad message send live lawless culture full innuendo contrary,-0.0516
11793,11793,im pretty picky with the folks i link to i only want to list sites that i feel are worth your valuable time,joy,im pretty picky folk link want list site feel worth valuable time,0.8176
11794,11794,i feel kind of uncomfortable as i m about to write a not so favorable review about starters,fear,feel kind uncomfortable write favorable review starter,0.5994
11795,11795,i am feeling quite curious and concerned,surprise,feeling quite curious concerned,0.4754
11796,11796,i feel as though i gush on an on about the gorgeous colors of the produce we receive through our farm share and i have to do it again this week,joy,feel though gush gorgeous color produce receive farm share week,0.7351
11797,11797,i feel really wierd about this we are suppose to be casual dating,joy,feel really wierd suppose casual dating,0.2648
11798,11798,i want them to feel as if they are intelligent and able to make their own decisions,joy,want feel intelligent able make decision,0.5106
11799,11799,i felt this way before i was feeling rather reluctant whether should i go down to bishan to fetch my boyfriend,fear,felt way feeling rather reluctant whether go bishan fetch boyfriend,-0.128
11800,11800,i guess how this clouds your viewing depends on how you feel about filmic content personally i dont really give a shit what a film is saying so much as the way its being said and in this case the film is simply too great to ignore but its a sour note in an otherwise delicious orgy of depravity,joy,guess cloud viewing depends feel filmic content personally dont really give shit film saying much way said case film simply great ignore sour note otherwise delicious orgy depravity,0.8566
11801,11801,i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong,anger,could course go feeling resentful blissfully unaware anything wrong,-0.7579
11802,11802,i am still feeling a bit melancholy over my daughter going back to college and the end of a fun summer,sadness,still feeling bit melancholy daughter going back college end fun summer,0.2263
11803,11803,im feeling lucky button on google,joy,im feeling lucky button google,0.5106
11804,11804,i am feeling abused for having wasted hundreds of dollars a year in subsidization for this crap and though im not sure whether or not im mad as hell im surely not going to be taking it anymore,sadness,feeling abused wasted hundred dollar year subsidization crap though im sure whether im mad hell im surely going taking anymore,-0.9042
11805,11805,i would pay not to feel so isolated by this,sadness,would pay feel isolated,-0.4019
11806,11806,ive been struggling a lot lately with feeling inadequate and unsuccessful by societys standards as i watch my peers attending graduating from college and finding jobs that fulfill them,sadness,ive struggling lot lately feeling inadequate unsuccessful society standard watch peer attending graduating college finding job fulfill,-0.5574
11807,11807,i like to know just because i hate feeling like the drama doesn t know but in this case i feel like there s so much territory to mine that i m content to enjoy the ride,joy,like know hate feeling like drama know case feel like much territory mine content enjoy ride,0.7579
11808,11808,i am feeling valued and supported which is great,joy,feeling valued supported great,0.8689
11809,11809,i do not see but could feel that she is someone i am very reluctant to let go,fear,see could feel someone reluctant let go,-0.25
11810,11810,i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,fear,sympathize person also feel bit skeptical theme loss everyone loos,-0.5574
11811,11811,i have my favorite cookies in the house oatmeal chocolate chip and its hard to stay away from them since im feel pretty discouraged lately,sadness,favorite cooky house oatmeal chocolate chip hard stay away since im feel pretty discouraged lately,0.4767
11812,11812,i cant help but feel somehow he was punished in heather mills divorce settlement he is he does have a good sense of hum,sadness,cant help feel somehow punished heather mill divorce settlement good sense hum,-0.3309
11813,11813,i didn t feel rushed to finish millions of things and i was able to focus on each task separately,anger,feel rushed finish million thing able focus task separately,0
11814,11814,i feel like a casual gamer,joy,feel like casual gamer,0.5106
11815,11815,i get the feeling people think im very whiney which i know i am,sadness,get feeling people think im whiney know,-0.2023
11816,11816,i dare not say i feel ecstatic now but hey,joy,dare say feel ecstatic hey,0.5106
11817,11817,i feel his pain but fear he has missed a much larger point,sadness,feel pain fear missed much larger point,-0.8271
11818,11818,i like the padding because it makes the ride more comfortable but it feels funny to walk in when not riding let alone what it looks like lol,surprise,like padding make ride comfortable feel funny walk riding let alone look like lol,0.9001
11819,11819,im feeling passionate about in my own home,joy,im feeling passionate home,0.5994
11820,11820,i have not written is that i am still feeling angry about something that happened on friday which seems to have invaded my happy place with recurring angry thoughts,anger,written still feeling angry something happened friday seems invaded happy place recurring angry thought,-0.34
11821,11821,i admit is inexcusable giving you to feel slightly naughty bestial heck macho even,love,admit inexcusable giving feel slightly naughty bestial heck macho even,0.4939
11822,11822,i was beginning to feel anxious about it and i asked him to help me out,fear,beginning feel anxious asked help,0.1779
11823,11823,i respect his feelings and its unfortunate i cant return them but i feel like hes trying to creep closer and closer for the title of boyfriend as in,sadness,respect feeling unfortunate cant return feel like he trying creep closer closer title boyfriend,-0.1306
11824,11824,i feel sympathetic towards companies that have done business for a century or two suddenly facing an entirely different situation,love,feel sympathetic towards company done business century two suddenly facing entirely different situation,0.5106
